Genus,Species,,Location,,Date,TL (cm),Bite length (mm),Bite width (mm)
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,17,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,17,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,17,0,0
Scarus,oviceps,IP,Back reef behind South,"Lizard, GBR",17/10/2014,17,6.9,2.9
Scarus,oviceps,IP,Back reef behind South,"Lizard, GBR",17/10/2014,17,7.4,3
Scarus,oviceps,IP,Back reef behind South,"Lizard, GBR",17/10/2014,17,7.8,2.9
Scarus,oviceps,IP,Back reef behind South,"Lizard, GBR",17/10/2014,17,8,3
Scarus,oviceps,IP,North Reef,"Lizard, GBR",21/10/2014,20,0,0
Scarus,oviceps,IP,North Reef,"Lizard, GBR",21/10/2014,20,0,0
Scarus,oviceps,IP,North Reef,"Lizard, GBR",21/10/2014,20,0,0
Scarus,oviceps,IP,North Reef,"Lizard, GBR",21/10/2014,20,0,0
Scarus,oviceps,IP,North Reef,"Lizard, GBR",21/10/2014,20,0,0
Scarus,oviceps,IP,Big Vicki's,"Lizard, GBR",18/10/2014,21,0,0
Scarus,oviceps,IP,Big Vicki's,"Lizard, GBR",18/10/2014,21,0,0
Scarus,oviceps,IP,Big Vicki's,"Lizard, GBR",18/10/2014,21,0,0
Scarus,oviceps,IP,Big Vicki's,"Lizard, GBR",18/10/2014,21,0,0
Scarus,oviceps,IP,Big Vicki's,"Lizard, GBR",18/10/2014,21,9.2,3.8
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,22,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,22,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,22,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,22,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,22,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,22,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,22,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,22,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,22,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,22,0,0
Scarus,oviceps,IP,North Reef,"Lizard, GBR",21/10/2014,22,0,0
Scarus,oviceps,IP,North Reef,"Lizard, GBR",21/10/2014,22,0,0
Scarus,oviceps,IP,North Reef,"Lizard, GBR",20/10/2014,22,10.6,2.6
Scarus,oviceps,IP,North Reef,"Lizard, GBR",21/10/2014,22,12,2.6
Scarus,oviceps,IP,Back reef behind South,"Lizard, GBR",17/10/2014,22,13.9,2.9
Scarus,oviceps,IP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,oviceps,IP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,oviceps,IP,Osprey,"Lizard, GBR",10/10/2014,23,9.2,4.4
Scarus,oviceps,IP,Big Vicki's,"Lizard, GBR",19/10/2014,23,13.4,1.9
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,24,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,24,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,24,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,24,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,24,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,24,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,24,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,24,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,24,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,24,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,24,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,24,0,0
Scarus,oviceps,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,24,0,0
Scarus,oviceps,IP,North Reef,"Lizard, GBR",21/10/2014,24,0,0
Scarus,oviceps,IP,North Reef,"Lizard, GBR",21/10/2014,24,0,0
Scarus,oviceps,IP,North Reef,"Lizard, GBR",21/10/2014,24,0,0
Scarus,oviceps,IP,North Reef,"Lizard, GBR",21/10/2014,24,0,0
Scarus,oviceps,IP,North Reef,"Lizard, GBR",21/10/2014,24,13.9,2.8
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",18/10/2014,21,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",18/10/2014,21,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",18/10/2014,21,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",18/10/2014,21,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",18/10/2014,21,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",18/10/2014,21,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",18/10/2014,21,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",18/10/2014,21,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",18/10/2014,21,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",18/10/2014,21,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",18/10/2014,21,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",18/10/2014,21,7.8,3
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",19/10/2014,25,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",19/10/2014,25,0,0
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",19/10/2014,25,9.6,2.5
Scarus,oviceps,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,oviceps,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,oviceps,TP,Osprey,"Lizard, GBR",10/10/2014,30,10.9,6.4
Scarus,oviceps,TP,North Reef,"Lizard, GBR",21/10/2014,30,14.6,3.8
Scarus,oviceps,TP,North Reef,"Lizard, GBR",21/10/2014,30,17.5,3.2
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",19/10/2014,31,19.8,2.3
Scarus,oviceps,TP,Big Vicki's,"Lizard, GBR",19/10/2014,31,20.4,2.6
Scarus,oviceps,TP,Osprey,"Lizard, GBR",10/10/2014,35,17.2,8.3
Scarus,psittacus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,15,0,0
Scarus,psittacus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,15,0,0
Scarus,psittacus,TP,North Reef,"Lizard, GBR",21/10/2014,25,0,0
Scarus,psittacus,TP,North Reef,"Lizard, GBR",21/10/2014,25,0,0
Scarus,psittacus,TP,North Reef,"Lizard, GBR",21/10/2014,25,0,0
Scarus,psittacus,TP,North Reef,"Lizard, GBR",21/10/2014,25,0,0
Scarus,psittacus,TP,North Reef,"Lizard, GBR",21/10/2014,25,0,0
Scarus,psittacus,TP,North Reef,"Lizard, GBR",21/10/2014,25,0,0
Scarus,rivulatus,IP,North Reef,"Lizard, GBR",20/10/2014,18,12.2,2.4
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,14,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,14,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,14,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,14,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,14,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,14,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,20,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,25,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,25,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,25,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,25,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,25,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,25,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,25,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",21/10/2014,25,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",21/10/2014,26,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",21/10/2014,26,9.2,3.6
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,26,14.6,5.4
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,26,15.3,5
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",21/10/2014,28,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",21/10/2014,28,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",21/10/2014,28,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",21/10/2014,28,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",21/10/2014,28,0,0
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,29,15.3,5.4
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",21/10/2014,29,15.6,2.3
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,29,17.2,4.7
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,31,13.3,3.5
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,34,19.4,7
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",21/10/2014,35,15.3,4.9
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",21/10/2014,35,18.2,5
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,38,26.4,7.9
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",21/10/2014,39,31.6,7
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",21/10/2014,39,32.4,5.9
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",21/10/2014,44,22.2,4
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,44,23.4,7
Scarus,rubroviolaceus,IP,North Reef,"Lizard, GBR",20/10/2014,44,26.1,7.3
Scarus,rubroviolaceus,TP,North Reef,"Lizard, GBR",21/10/2014,45,0,0
Scarus,rubroviolaceus,TP,North Reef,"Lizard, GBR",21/10/2014,45,0,0
Scarus,rubroviolaceus,TP,North Reef,"Lizard, GBR",21/10/2014,45,26.7,7.2
Scarus,rubroviolaceus,TP,North Reef,"Lizard, GBR",20/10/2014,46,22.3,7.6
Scarus,rubroviolaceus,TP,North Reef,"Lizard, GBR",20/10/2014,46,27.3,8
Scarus,rubroviolaceus,TP,North Reef,"Lizard, GBR",21/10/2014,47,28.7,7.4
Scarus,rubroviolaceus,TP,North Reef,"Lizard, GBR",21/10/2014,52,27.6,4.1
Scarus,rubroviolaceus,TP,North Reef,"Lizard, GBR",21/10/2014,55,11.4,8.8
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,10,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,10,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,10,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,10,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,10,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,10,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,10,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,10,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,10,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,10,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,10,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,10,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,10,0,0
Scarus,schlegeli,IP,Big Vicki's,"Lizard, GBR",19/10/2014,12,0,0
Scarus,schlegeli,IP,Big Vicki's,"Lizard, GBR",19/10/2014,12,0,0
Scarus,schlegeli,IP,Big Vicki's,"Lizard, GBR",19/10/2014,12,0,0
Scarus,schlegeli,IP,Big Vicki's,"Lizard, GBR",19/10/2014,12,0,0
Scarus,schlegeli,IP,Big Vicki's,"Lizard, GBR",19/10/2014,12,0,0
Scarus,schlegeli,IP,Big Vicki's,"Lizard, GBR",19/10/2014,12,0,0
Scarus,schlegeli,IP,Big Vicki's,"Lizard, GBR",19/10/2014,12,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,12,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,12,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,12,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,12,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,12,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,12,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,12,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,12,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,12,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,12,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,12,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,12,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,12,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,12,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,12,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,13,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,13,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,13,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,13,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,13,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,13,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,13,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,13,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,13,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,13,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,13,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,13,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,13,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,13,4.5,2
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,14,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,14,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,14,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,14,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,14,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,14,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,14,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,14,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,15,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,15,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,15,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,15,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,15,0,0
Scarus,schlegeli,IP,Big Vicki's,"Lizard, GBR",19/10/2014,16,0,0
Scarus,schlegeli,IP,Big Vicki's,"Lizard, GBR",19/10/2014,16,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,16,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,16,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,16,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,17,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,17,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,17,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,17,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,20,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,20,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,20,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,20,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,20,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,20,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,20,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",20/10/2014,20,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,IP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
