Genus,Species,,Location,,Date,TL (cm),Bite length (mm),Bite width (mm)
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,schlegeli,TP,Lagoon entrance,"Lizard, GBR",17/10/2014,21,0,0
Scarus,schlegeli,TP,Lagoon entrance,"Lizard, GBR",17/10/2014,21,0,0
Scarus,schlegeli,TP,Lagoon entrance,"Lizard, GBR",17/10/2014,21,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,21,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,21,9.2,1.5
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",18/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",18/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",18/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",18/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",18/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",18/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",18/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",18/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",18/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",18/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",18/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",18/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",18/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",18/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,22,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,22,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,22,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,22,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,22,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,22,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,22,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,22,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,22,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,22,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,22,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,22,8.7,2.5
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,23,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,23,11.6,2
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,24,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,25,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,25,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,25,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,25,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,25,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,25,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,25,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",21/10/2014,25,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,28,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,28,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,28,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,28,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,28,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,28,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,28,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,28,0,0
Scarus,schlegeli,TP,North Reef,"Lizard, GBR",20/10/2014,28,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,29,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,29,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,29,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,29,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,29,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,29,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,29,0,0
Scarus,schlegeli,TP,Big Vicki's,"Lizard, GBR",19/10/2014,29,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,14,0,0
Scarus,spinus,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,IP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,17,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,17,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,17,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,17,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,17,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,17,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,17,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,17,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,17,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,17,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,17,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,20,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,IP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,0,0
Scarus,spinus,TP,Lagoon entrance (RHS),"Lizard, GBR",18/10/2014,15,6.6,2
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,9,1.9
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,23,9.8,2
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,24,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,North Reef,"Lizard, GBR",20/10/2014,26,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0
Scarus,spinus,TP,Big Vicki's,"Lizard, GBR",19/10/2014,27,0,0